Type,Start,End,Duration,Distance,"Average Heart Rate","Max Heart Rate","Average Pace","Average Speed","Average Cadence","Active Energy","Total Energy","Elevation Ascended","Elevation Descended",Weather Temperature,Weather Humidity
"Indoor Cycling","2020-02-25 11:41","2020-02-25 11:53","0:12:03",,"109.33499454215648","109.33499454215648",,,,"101.67599999999997","160.723",,,"5.5555555555556","70"
"Other","2020-02-24 14:08","2020-02-24 14:27","0:19:43",,"130.19798078715758","133.2246855488191",,,,"223.812","300.057",,,"7.222222222222285","52"
"Indoor Cycling","2020-02-24 13:16","2020-02-24 13:29","0:12:35",,"113.14644898520041","121.00555555555556",,,,"105.45799999999994","162.40099999999998",,,"6.666666666666686","57"
"Other","2020-02-22 16:13","2020-02-22 16:53","0:40:49",,"109.37189800021112","116.28483893839172",,,,"284.832","405.57000000000005",,,"7.777777777777828","72"
"Elliptical","2020-02-21 12:59","2020-02-21 13:19","0:19:21",,"109.91673733176097","114.23059519982536",,,,"162.92799999999997","233.724",,,"10.000000000000057","50"
"Cross Country Skiing","2020-02-21 12:30","2020-02-21 12:45","0:15:23",,"109.34538829601613","118.4939375115725",,,,"123.95400000000005","185.0010000000001",,,"9.444444444444457","50"
"Indoor Cycling","2020-02-21 12:01","2020-02-21 12:16","0:15:45",,"102.8327386977738","104.46025709916094",,,,"110.46200000000002","146.36700000000002",,,"8.888888888888914","52"
"Other","2020-02-20 12:20","2020-02-20 13:01","0:41:02",,"112.91177898224262","120.48908296943232",,,,"314.44699999999995","437.92600000000004",,,"8.333333333333371","56"
"Other","2020-02-18 12:12","2020-02-18 12:45","0:33:11",,"107.96567549892386","116.81529205863046",,,,"226.56100000000004","326.44400000000013",,,"6.111111111111143","56"
"Other","2020-02-17 14:04","2020-02-17 14:28","0:23:49",,"124.49749339026766","131.26923076923075",,,,"242.62","325.0930000000001",,,"6.666666666666686","66"
"Outdoor Walking","2020-02-15 15:54","2020-02-15 16:51","0:56:52","4.336218817381188","87.0294362003453","91.84061087622099","0:13:06","4.574335202271346","198.97993761242873","347.91500000000025","494.11200000000036","48.38",,"7.777777777777828","77"
"Cross Country Skiing","2020-02-15 13:49","2020-02-15 13:59","0:10:09",,"111.78834573712845","111.78834573712845",,,,"78.89800000000002","131.27200000000005",,,"8.333333333333371","75"
"Traditional Strength Training","2020-02-15 12:56","2020-02-15 13:44","0:48:45",,"83.44668120974791","90.54808377813438",,,,"272.71200000000033","388.5270000000004",,,"7.777777777777828","74"
"Other","2020-02-14 12:36","2020-02-14 13:01","0:25:32",,"102.96298719276585","114.09139784946237",,,,"149.4760000000001","235.03400000000016",,,"7.777777777777828","65"
"Indoor Cycling","2020-02-14 12:05","2020-02-14 12:11","0:05:28",,"95.19464427156232","95.19464427156232",,,,"41.27299999999999","84.32000000000001",,,"7.777777777777828","66"
"Cross Country Skiing","2020-02-13 13:37","2020-02-13 13:45","0:08:50",,"127.56490698177306","127.56490698177306",,,,"102.43200000000002","151.175",,,"7.222222222222285","77"
"Indoor Cycling","2020-02-13 13:16","2020-02-13 13:29","0:12:14",,"123.84331766320085","125.48765432098766",,,,"110.16800000000006","154.0250000000001",,,"7.222222222222285","77"
"Other","2020-02-13 12:02","2020-02-13 12:50","0:34:34",,"115.82301682643423","130.22994210090985",,,,"289.15699999999987","422.628",,,"5.5555555555556","85"
"Indoor Cycling","2020-02-12 11:48","2020-02-12 12:18","0:29:54",,"109.17674683196286","112.3439516715998",,,,"216.67300000000006","312.65800000000013",,,"7.222222222222285","84"
"Other","2020-02-12 11:00","2020-02-12 11:39","0:31:59",,"94.73392235989654","101.04368698991838",,,,"201.18300000000002","287.1240000000001",,,"6.111111111111143","91"
"Cross Country Skiing","2020-02-11 13:23","2020-02-11 13:33","0:10:17",,"109.76614081951512","109.76614081951512",,,,"80.09800000000003","131.70200000000006",,,"6.666666666666686","79"
"Other","2020-02-11 12:01","2020-02-11 12:51","0:49:25",,"109.47364757240439","120.83223791925903",,,,"369.75699999999995","513.0060000000001",,,"6.111111111111143","79"
"Outdoor Walking","2020-02-10 15:36","2020-02-10 16:34","0:58:01","4.345810029380955","91.38519081530593","97.6372769265719","0:13:21","4.4932597943609425","194.55888447819066","322.84099999999995","472.8330000000001","49.77",,"8.333333333333371","59"
"Other","2020-02-10 14:43","2020-02-10 14:57","0:13:59",,"102.89817343683012","103.35163664463818",,,,"98.45800000000001","158.298",,,"7.222222222222285","63"
"Other","2020-02-10 14:17","2020-02-10 14:38","0:20:10",,"107.80667691563372","113.39176483601571",,,,"125.33600000000006","182.0670000000001",,,"7.222222222222285","63"
"Indoor Cycling","2020-02-10 13:46","2020-02-10 13:54","0:08:12",,"99.66943944286541","99.66943944286541",,,,"53.40199999999999","101.78200000000001",,,"7.777777777777828","61"
"Cross Country Skiing","2020-02-08 17:31","2020-02-08 17:41","0:09:44",,"126.12629836776628","126.12629836776628",,,,"105.375","154.21000000000004",,,"7.222222222222285","74"
"Traditional Strength Training","2020-02-08 16:26","2020-02-08 17:04","0:37:59",,"96.23470185453402","100.75999705194889",,,,"214.48000000000025","327.84900000000033",,,"8.333333333333371","69"
"Indoor Cycling","2020-02-08 16:09","2020-02-08 16:23","0:13:35",,"107.90689002303324","108.17218712571248",,,,"109.66300000000003","140.66900000000004",,,"8.333333333333371","69"
"Elliptical","2020-02-07 13:50","2020-02-07 14:18","0:23:58",,"107.169917249463","121.60880498918127",,,,"223.04999999999998","312.073",,,"8.888888888888914","84"
"Other","2020-02-07 13:11","2020-02-07 13:30","0:18:20",,"119.11062218903146","119.16963132117422",,,,"164.42399999999998","232.907",,,"7.222222222222285","89"
"Elliptical","2020-02-06 13:30","2020-02-06 13:44","0:14:14",,"102.90634015575239","103.48998527604378",,,,"106.68199999999999","139.61100000000002",,,"6.111111111111143","90"
"Other","2020-02-06 12:15","2020-02-06 12:52","0:36:25",,"112.50870093087318","118.73690639269402",,,,"243.83700000000002","356.5630000000001",,,"6.111111111111143","91"
"Other","2020-02-05 12:35","2020-02-05 13:17","0:41:45",,"102.11356374750072","113.40342879013012",,,,"279.3250000000001","403.2060000000002",,,"4.444444444444457","90"
"Elliptical","2020-02-04 13:49","2020-02-04 14:08","0:18:58",,"108.76897011518608","112.28805582158985",,,,"153.93100000000007","230.09200000000007",,,"1.1111111111111427","86"
"Indoor Cycling","2020-02-04 13:24","2020-02-04 13:41","0:17:04",,"104.63082145507562","106.36301278986022",,,,"105.22199999999995","159.628",,,"1.1111111111111427","86"
"Other","2020-02-04 12:17","2020-02-04 12:56","0:39:21",,"113.0552633837988","125.05119590244819",,,,"299.7010000000001","417.0720000000002",,,"1.1111111111111427","84"
"Other","2020-02-03 15:17","2020-02-03 15:39","0:22:20",,"114.72385151519461","117.65032279450779",,,,"178.99300000000002","260.24300000000005",,,"3.3333333333333712","72"
"Indoor Cycling","2020-02-03 14:39","2020-02-03 14:45","0:06:30",,"109.01793802783973","109.01793802783973",,,,"52.189","98.38500000000002",,,"3.888888888888914","68"
"Outdoor Walking","2020-02-02 13:19","2020-02-02 14:09","0:49:27","4.365666454821359","78.13239466141974","81.94148696964504","0:11:19","5.2957252404284425","213.36793994630054","303.868","432.3730000000001","52.45",,"6.666666666666686","57"
"Indoor Cycling","2020-02-01 15:20","2020-02-01 15:28","0:07:40",,"101.55882213401233","101.55882213401233",,,,"51.34300000000001","97.60400000000003",,,"8.333333333333371","57"
"Traditional Strength Training","2020-02-01 14:51","2020-02-01 15:13","0:21:58",,"84.26752943159539","87.52328767123292",,,,"121.68600000000018","171.36100000000022",,,"8.333333333333371","58"
"Indoor Running","2020-01-31 13:27","2020-01-31 13:47","0:20:40","1.502509297664743","84.83557220549378","85.69366180785171","0:13:45","4.3606997284846765","88.91652451641163","101.302","171.18300000000005",,,"12.777777777777828","81"
"Other","2020-01-31 12:46","2020-01-31 13:14","0:28:18",,"96.4032392524643","102.76876517577507",,,,"163.59700000000012","227.87400000000017",,,"12.222222222222285","81"
"Other","2020-01-30 12:13","2020-01-30 12:50","0:36:45",,"105.5880759462789","119.72596153846152",,,,"249.7400000000001","364.5400000000002",,,"7.222222222222285","70"
"Other","2020-01-29 12:16","2020-01-29 12:34","0:18:09",,"116.98840470910133","118.20261586981556",,,,"144.15799999999993","216.06499999999997",,,"8.888888888888914","81"
"Indoor Cycling","2020-01-29 11:37","2020-01-29 11:55","0:17:20",,"97.4728431764229","101.16429543509413",,,,"114.91499999999999","184.092",,,"8.333333333333371","81"
"Other","2020-01-28 12:20","2020-01-28 12:56","0:35:57",,"104.58553415744265","110.1366654154741",,,,"225.8080000000001","334.20500000000015",,,"8.333333333333371","87"
"Indoor Cycling","2020-01-27 14:58","2020-01-27 15:16","0:18:08",,"101.51841840532113","106.85427075182085",,,,"129.76200000000003","201.01900000000006",,,"9.444444444444457","58"
"Other","2020-01-27 14:03","2020-01-27 14:39","0:36:29",,"107.06457021023203","113.95091751101437",,,,"276.95099999999996","389.65700000000004",,,"11.111111111111143","55"
"Indoor Cycling","2020-01-27 13:49","2020-01-27 13:56","0:06:10",,"101.5574307507636","101.5574307507636",,,,"45.56800000000001","59.87100000000002",,,"11.111111111111143","57"
"Other","2020-01-25 14:58","2020-01-25 15:05","0:06:33",,"118.96503383658997","118.96503383658997",,,,"57.64500000000003","103.50700000000006",,,"8.888888888888914","83"
"Other","2020-01-25 14:15","2020-01-25 14:50","0:35:21",,"93.87267185884677","94.92992452410779",,,,"221.8650000000001","297.7960000000001",,,"8.888888888888914","80"
"Indoor Cycling","2020-01-24 13:16","2020-01-24 14:05","0:48:22",,"108.63383197134105","116.57494625801003",,,,"416.1809999999999","552.7539999999999",,,"9.444444444444457","84"
"Other","2020-01-24 12:37","2020-01-24 12:59","0:22:15",,"109.52254009012199","113.97414660246119",,,,"152.77400000000003","233.85000000000008",,,"8.888888888888914","87"
"Other","2020-01-23 12:13","2020-01-23 12:52","0:39:08",,"104.79020556683729","116.4698245961748",,,,"236.0410000000002","355.5920000000003",,,"11.666666666666686","83"
"Other","2020-01-16 12:30","2020-01-16 12:52","0:22:17",,"119.62934251425128","122.8289640157408",,,,"186.61900000000003","267.6500000000001",,,"3.3333333333333712","64"
"Outdoor Cycling","2020-01-07 14:00","2020-01-07 14:15","0:15:49","2.71743457944312","102.39627422977614","108.87800382930588","0:05:49","10.306262330527117",,"60.269999999999996","110.72300000000003","9.450000000000001",,"24.444444444444457","68"
"Other","2020-01-01 13:17","2020-01-01 13:49","0:31:41",,"92.760173618208","94.84912138200882",,,,"194.25100000000006","283.2750000000001",,,,
"High Intensity Interval Training","2019-12-29 13:24","2019-12-29 13:38","0:13:56",,"119.73022844616662","123.36360340167447",,,,"134.82500000000005","192.0180000000001",,,"9.444444444444457","74"
"Other","2019-12-29 13:00","2019-12-29 13:20","0:16:22",,"75.87689965658615","76.13642946664807",,,,"90.98200000000011","133.27200000000013",,,"9.444444444444457","74"
"Indoor Cycling","2019-12-28 14:04","2019-12-28 14:20","0:15:13",,"106.1391728939482","110.06672601825063",,,,"106.01099999999997","164.92999999999998",,,"6.666666666666686","76"
"Other","2019-12-28 12:52","2019-12-28 13:50","0:58:22",,"103.18884409574024","115.81837127675135",,,,"416.34299999999985","545.556",,,"6.111111111111143","78"
"Elliptical","2019-12-28 12:30","2019-12-28 12:47","0:16:44",,"90.08007592631535","90.83929421529974",,,,"104.386","151.50400000000002",,,"6.666666666666686","76"
"Stair Climbing","2019-12-27 13:01","2019-12-27 13:35","0:34:34",,"113.3320125947928","119.42681148855515",,,,"315.27799999999985","423.60299999999995",,,"5.5555555555556","83"
"Elliptical","2019-12-27 12:28","2019-12-27 12:39","0:11:32",,"81.31915014885367","90.91929203324453",,,,"65.403","120.20300000000003",,,"5.5555555555556","83"
"Other","2019-12-24 12:11","2019-12-24 12:52","0:41:30",,"105.91614622535519","114.4560567808317",,,,"269.84000000000003","389.5970000000001",,,"3.888888888888914","77"
"Other","2019-12-23 14:13","2019-12-23 14:43","0:29:26",,"130.99609736824686","138.00481200077928",,,,"333.0099999999999","425.73999999999995",,,"5.5555555555556","77"
"Indoor Cycling","2019-12-23 13:30","2019-12-23 13:41","0:11:24",,"105.14166154602432","105.14166154602432",,,,"104.40700000000001","161.57600000000002",,,"5.000000000000057","80"
"Other","2019-12-20 13:35","2019-12-20 14:05","0:29:35",,"119.8479433691857","125.60760749724365",,,,"252.20699999999994","350.899",,,"6.666666666666686","93"
"Indoor Cycling","2019-12-20 13:14","2019-12-20 13:19","0:04:46",,"102.26785714285714","120",,,,"39.52600000000002","81.73100000000005",,,"6.666666666666686","94"
"Other","2019-12-19 12:18","2019-12-19 12:56","0:37:44",,"91.04784324558437","112.10262685593085",,,,"236.59600000000023","350.3240000000003",,,"8.888888888888914","68"
"Indoor Cycling","2019-12-19 11:40","2019-12-19 11:44","0:04:15",,"88.08","92",,,,"21.727999999999977","62.50699999999999",,,"9.444444444444457","68"
"Indoor Cycling","2019-12-18 14:01","2019-12-18 14:14","0:13:11",,"113.64742570215049","116.66666666666669",,,,"107.70999999999998","165.16",,,"8.888888888888914","61"
"Rowing","2019-12-18 13:18","2019-12-18 13:32","0:13:30",,"120.16190236580005","122.57520325203251",,,,"105.65600000000003","166.13700000000006",,,"8.333333333333371","66"
"Other","2019-12-18 12:29","2019-12-18 13:13","0:44:26",,"81.31787255905934","84.74491648979809",,,,"249.35100000000028","347.4960000000004",,,"8.333333333333371","64"
"Elliptical","2019-12-17 13:20","2019-12-17 13:45","0:25:12",,"106.3513845979283","108.03931186459369",,,,"195.72499999999994","281.3059999999999",,,"6.111111111111143","84"
"Other","2019-12-17 12:11","2019-12-17 12:53","0:42:20",,"120.29630138232764","126.77025782688767",,,,"384.44199999999984","480.54299999999995",,,"6.111111111111143","82"
"Other","2019-12-16 14:08","2019-12-16 14:28","0:20:32",,"128.36580914516958","128.45283453903716",,,,"233.19199999999995","312.286",,,"5.000000000000057","84"
"Elliptical","2019-12-13 12:36","2019-12-13 13:03","0:26:53",,"103.95799130971352","105.70351734334402",,,,"201.11599999999996","292.984",,,"7.777777777777828","83"
"Indoor Cycling","2019-12-13 12:17","2019-12-13 12:30","0:13:06",,"104.18776638874226","105.37871749086031",,,,"102.22599999999997","132.081",,,"7.777777777777828","83"
"Other","2019-12-13 11:25","2019-12-13 11:58","0:32:42",,"97.87046231037436","105.08486428144955",,,,"200.64600000000019","305.56900000000024",,,"7.777777777777828","84"
"Other","2019-12-10 12:02","2019-12-10 12:52","0:41:04",,"92.04928491005961","98.62413626160821",,,,"237.21600000000018","377.61900000000026",,,"4.444444444444457","90"
"Other","2019-12-09 14:06","2019-12-09 14:37","0:30:40",,"115.20033925151192","117.22609839590348",,,,"259.50199999999995","359.952",,,"5.5555555555556","88"
"Other","2019-12-06 13:35","2019-12-06 14:04","0:26:17",,"111.78933159608324","116.97625886756323",,,,"203.103","299.8570000000001",,,"10.000000000000057","77"
"Indoor Cycling","2019-12-06 13:01","2019-12-06 13:13","0:11:59",,"110.02182987278636","116.87101346940881",,,,"104.45499999999998","157.82500000000002",,,"8.888888888888914","82"
"Other","2019-12-05 12:19","2019-12-05 12:50","0:31:10",,"92.97387899893391","95.3266315270025",,,,"177.94500000000005","278.1230000000001",,,"7.222222222222285","79"
"Elliptical","2019-12-04 12:04","2019-12-04 12:17","0:12:45",,"111.61480664283232","114.30303030303031",,,,"104.70399999999992","164.03399999999993",,,"7.777777777777828","94"
"Other","2019-12-04 11:27","2019-12-04 11:57","0:29:17",,"97.532238021088","101.79160259907744",,,,"204.34300000000002","270.2510000000001",,,"7.777777777777828","94"
